,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13011,13012,01,Fall,2012,Jul,8,0,0,0,1,0.78,0.7424,0.62,0.1045,36,106,142
13012,13013,01,Fall,2012,Jul,9,0,0,0,1,0.82,0.7879,0.56,0.0,51,168,219
13014,13015,01,Fall,2012,Jul,11,0,0,0,1,0.88,0.803,0.39,0.2239,121,256,377
13026,13027,01,Fall,2012,Jul,23,0,0,0,3,0.78,0.7121,0.52,0.1642,22,88,110
8649,8650,01,Spring,2012,Jan,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8
13015,13016,01,Fall,2012,Jul,12,0,0,0,1,0.9,0.8182,0.37,0.2239,114,319,433
13016,13017,01,Fall,2012,Jul,13,0,0,0,1,0.92,0.8333,0.33,0.2537,111,309,420
13017,13018,01,Fall,2012,Jul,14,0,0,0,1,0.92,0.8333,0.33,0.2537,98,346,444
13018,13019,01,Fall,2012,Jul,15,0,0,0,1,0.9,0.8182,0.37,0.2836,101,244,345
13003,13004,01,Fall,2012,Jul,0,0,0,0,1,0.76,0.7273,0.66,0.0,27,122,149
13019,13020,01,Fall,2012,Jul,16,0,0,0,1,0.92,0.8333,0.33,0.2985,85,228,313
13021,13022,01,Fall,2012,Jul,18,0,0,0,1,0.88,0.7727,0.32,0.3582,95,275,370
13025,13026,01,Fall,2012,Jul,22,0,0,0,1,0.82,0.7424,0.43,0.1343,41,110,151
13024,13025,01,Fall,2012,Jul,21,0,0,0,1,0.84,0.7424,0.39,0.1343,77,181,258
13023,13024,01,Fall,2012,Jul,20,0,0,0,1,0.84,0.7424,0.39,0.1343,88,244,332
13022,13023,01,Fall,2012,Jul,19,0,0,0,1,0.84,0.7424,0.39,0.1343,103,279,382
13004,13005,01,Fall,2012,Jul,1,0,0,0,1,0.74,0.697,0.7,0.1343,12,81,93
13761,13762,01,Fall,2012,Aug,14,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175,263
13013,13014,01,Fall,2012,Jul,10,0,0,0,1,0.86,0.7879,0.44,0.2985,98,268,366
8646,8647,01,Spring,2012,Jan,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93
13759,13760,01,Fall,2012,Aug,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284
13758,13759,01,Fall,2012,Aug,11,0,3,1,1,0.76,0.7121,0.58,0.0896,54,180,234
13757,13758,01,Fall,2012,Aug,10,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175,236
13756,13757,01,Fall,2012,Aug,9,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316,350
13755,13756,01,Fall,2012,Aug,8,0,3,1,2,0.66,0.6061,0.78,0.194,32,649,681
13754,13755,01,Fall,2012,Aug,7,0,3,1,2,0.64,0.5758,0.83,0.1343,19,468,487
13764,13765,01,Fall,2012,Aug,17,0,3,1,1,0.8,0.7424,0.49,0.1642,103,734,837
4269,4270,01,Fall,2011,Jul,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318
4270,4271,01,Fall,2011,Jul,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269
4271,4272,01,Fall,2011,Jul,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218
8647,8648,01,Spring,2012,Jan,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75
4272,4273,01,Fall,2011,Jul,22,0,5,1,1,0.7,0.6364,0.42,0.0,49,173,222
4273,4274,01,Fall,2011,Jul,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140
13747,13748,01,Fall,2012,Aug,0,0,3,1,1,0.68,0.6364,0.79,0.1642,3,44,47
13748,13749,01,Fall,2012,Aug,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33
13749,13750,01,Fall,2012,Aug,2,0,3,1,1,0.64,0.5758,0.83,0.1045,0,13,13
13750,13751,01,Fall,2012,Aug,3,0,3,1,1,0.64,0.5758,0.83,0.1045,0,7,7
13753,13754,01,Fall,2012,Aug,6,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179,185
13751,13752,01,Fall,2012,Aug,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3,4
8648,8649,01,Spring,2012,Jan,3,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52
8650,8651,01,Spring,2012,Jan,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5
8645,8646,01,Spring,2012,Jan,0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48
4268,4269,01,Fall,2011,Jul,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422
9398,9399,01,Spring,2012,Feb,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179
5009,5010,01,Fall,2011,Aug,15,0,1,1,1,0.9,0.7879,0.27,0.0,52,77,129
5007,5008,01,Fall,2011,Aug,13,0,1,1,1,0.9,0.803,0.31,0.2985,38,112,150
12306,12307,01,Summer,2012,Jun,23,0,5,1,3,0.6,0.5455,0.88,0.1343,6,67,73
12305,12306,01,Summer,2012,Jun,22,0,5,1,3,0.6,0.5455,0.88,0.1343,1,22,23
12304,12305,01,Summer,2012,Jun,21,0,5,1,3,0.64,0.5909,0.78,0.2537,12,73,85
12303,12304,01,Summer,2012,Jun,20,0,5,1,3,0.62,0.5455,0.94,0.2537,1,38,39
12302,12303,01,Summer,2012,Jun,19,0,5,1,3,0.62,0.5606,0.88,0.3582,4,41,45
12301,12302,01,Summer,2012,Jun,18,0,5,1,3,0.62,0.5606,0.88,0.3582,10,100,110
12300,12301,01,Summer,2012,Jun,17,0,5,1,3,0.7,0.6515,0.7,0.2537,25,202,227
12298,12299,01,Summer,2012,Jun,15,0,5,1,3,0.72,0.6818,0.66,0.2836,45,213,258
12297,12298,01,Summer,2012,Jun,14,0,5,1,3,0.72,0.6818,0.66,0.2836,55,199,254
12296,12297,01,Summer,2012,Jun,13,0,5,1,1,0.72,0.6818,0.7,0.2985,76,240,316
12287,12288,01,Summer,2012,Jun,4,0,5,1,2,0.62,0.5909,0.73,0.0896,1,5,6
12295,12296,01,Summer,2012,Jun,12,0,5,1,2,0.7,0.6667,0.74,0.3582,72,238,310
12293,12294,01,Summer,2012,Jun,10,0,5,1,2,0.66,0.6061,0.78,0.2836,49,155,204
5728,5729,01,Fall,2011,Sep,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14
5747,5748,01,Fall,2011,Sep,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179
5745,5746,01,Fall,2011,Sep,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,280
5744,5745,01,Fall,2011,Sep,19,0,4,1,1,0.7,0.6515,0.58,0.1642,79,364,443
5725,5726,01,Fall,2011,Sep,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51
5726,5727,01,Fall,2011,Sep,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21
5727,5728,01,Fall,2011,Sep,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25
5743,5744,01,Fall,2011,Sep,18,0,4,1,1,0.72,0.6667,0.54,0.2239,69,462,531
8663,8664,01,Spring,2012,Jan,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106
12294,12295,01,Summer,2012,Jun,11,0,5,1,2,0.7,0.6667,0.74,0.2836,42,193,235
8662,8663,01,Spring,2012,Jan,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111
12286,12287,01,Summer,2012,Jun,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4
12284,12285,01,Summer,2012,Jun,1,0,5,1,1,0.64,0.6212,0.53,0.2239,0,34,34
2805,2806,01,Summer,2011,May,19,0,0,0,2,0.46,0.4545,0.84,0.1045,47,131,178
2806,2807,01,Summer,2011,May,20,0,0,0,2,0.46,0.4545,0.82,0.0,35,86,121
2807,2808,01,Summer,2011,May,21,0,0,0,2,0.46,0.4545,0.82,0.0,23,82,105
3530,3531,01,Summer,2011,Jun,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34
3531,3532,01,Summer,2011,Jun,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17
3532,3533,01,Summer,2011,Jun,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3
3533,3534,01,Summer,2011,Jun,3,0,3,1,1,0.68,0.6364,0.89,0.194,0,6,6
9,10,01,Spring,2011,Jan,9,0,6,0,1,0.32,0.3485,0.76,0.0,8,6,14
8,9,01,Spring,2011,Jan,8,0,6,0,1,0.24,0.2879,0.75,0.0,1,7,8
7,8,01,Spring,2011,Jan,7,0,6,0,1,0.2,0.2576,0.86,0.0,1,2,3
5729,5730,01,Fall,2011,Sep,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7
6,7,01,Spring,2011,Jan,6,0,6,0,1,0.22,0.2727,0.8,0.0,2,0,2
4,5,01,Spring,2011,Jan,4,0,6,0,1,0.24,0.2879,0.75,0.0,0,1,1
3,4,01,Spring,2011,Jan,3,0,6,0,1,0.24,0.2879,0.75,0.0,3,10,13
2,3,01,Spring,2011,Jan,2,0,6,0,1,0.22,0.2727,0.8,0.0,5,27,32
1,2,01,Spring,2011,Jan,1,0,6,0,1,0.22,0.2727,0.8,0.0,8,32,40
12,13,01,Spring,2011,Jan,12,0,6,0,1,0.42,0.4242,0.77,0.2836,29,55,84
12283,12284,01,Summer,2012,Jun,0,0,5,1,1,0.66,0.6212,0.5,0.2537,10,76,86
12285,12286,01,Summer,2012,Jun,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16
12288,12289,01,Summer,2012,Jun,5,0,5,1,2,0.62,0.5909,0.78,0.0896,4,41,45
12289,12290,01,Summer,2012,Jun,6,0,5,1,3,0.62,0.5606,0.88,0.1343,5,136,141
12290,12291,01,Summer,2012,Jun,7,0,5,1,2,0.64,0.5758,0.89,0.194,33,369,402
5,6,01,Spring,2011,Jan,5,0,6,0,2,0.24,0.2576,0.75,0.0896,0,1,1
3550,3551,01,Summer,2011,Jun,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256
8661,8662,01,Spring,2012,Jan,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215
8659,8660,01,Spring,2012,Jan,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267
12299,12300,01,Summer,2012,Jun,16,0,5,1,3,0.74,0.6818,0.58,0.4478,36,186,222
3534,3535,01,Summer,2011,Jun,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4
3553,3554,01,Summer,2011,Jun,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69
3552,3553,01,Summer,2011,Jun,22,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129
3551,3552,01,Summer,2011,Jun,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190
5730,5731,01,Fall,2011,Sep,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23
5002,5003,01,Fall,2011,Aug,8,0,1,1,1,0.8,0.7273,0.43,0.194,35,347,382
5001,5002,01,Fall,2011,Aug,7,0,1,1,1,0.74,0.6818,0.62,0.0,24,258,282
5006,5007,01,Fall,2011,Aug,12,0,1,1,1,0.9,0.803,0.33,0.2537,53,115,168
5005,5006,01,Fall,2011,Aug,11,0,1,1,1,0.88,0.7727,0.32,0.1642,53,66,119
5748,5749,01,Fall,2011,Sep,23,0,4,1,1,0.64,0.6061,0.65,0.2537,15,111,126
5003,5004,01,Fall,2011,Aug,9,0,1,1,1,0.82,0.7424,0.41,0.0,27,139,166
4997,4998,01,Fall,2011,Aug,3,0,1,1,1,0.7,0.6667,0.79,0.1642,0,4,4
5008,5009,01,Fall,2011,Aug,14,0,1,1,1,0.92,0.8182,0.29,0.194,37,86,123
5017,5018,01,Fall,2011,Aug,23,0,1,1,1,0.68,0.6364,0.74,0.194,14,82,96
5016,5017,01,Fall,2011,Aug,22,0,1,1,1,0.7,0.6515,0.7,0.0896,21,116,137
5015,5016,01,Fall,2011,Aug,21,0,1,1,1,0.7,0.6515,0.7,0.2537,42,178,220
4994,4995,01,Fall,2011,Aug,0,0,1,1,1,0.72,0.6818,0.7,0.2239,7,22,29
4995,4996,01,Fall,2011,Aug,1,0,1,1,1,0.72,0.697,0.74,0.194,5,12,17
4996,4997,01,Fall,2011,Aug,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,7,11
4998,4999,01,Fall,2011,Aug,4,0,1,1,1,0.66,0.6061,0.83,0.1343,2,2,4
4999,5000,01,Fall,2011,Aug,5,0,1,1,1,0.66,0.6061,0.83,0.1045,2,24,26
5000,5001,01,Fall,2011,Aug,6,0,1,1,1,0.66,0.6061,0.83,0.0896,3,97,100
8660,8661,01,Spring,2012,Jan,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265
5746,5747,01,Fall,2011,Sep,21,0,4,1,2,0.66,0.6212,0.57,0.194,17,160,177
12292,12293,01,Summer,2012,Jun,9,0,5,1,2,0.64,0.5758,0.83,0.2239,24,274,298
8658,8659,01,Spring,2012,Jan,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223
8657,8658,01,Spring,2012,Jan,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201
8656,8657,01,Spring,2012,Jan,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138
5742,5743,01,Fall,2011,Sep,17,0,4,1,1,0.72,0.6667,0.54,0.2537,61,567,628
8654,8655,01,Spring,2012,Jan,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40
8653,8654,01,Spring,2012,Jan,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14
8652,8653,01,Spring,2012,Jan,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7
8667,8668,01,Spring,2012,Jan,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66
8651,8652,01,Spring,2012,Jan,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2
8668,8669,01,Spring,2012,Jan,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29
12291,12292,01,Summer,2012,Jun,8,0,5,1,2,0.64,0.5758,0.89,0.194,19,675,694
8655,8656,01,Spring,2012,Jan,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70
5740,5741,01,Fall,2011,Sep,15,0,4,1,1,0.72,0.6667,0.51,0.1343,39,135,174
5739,5740,01,Fall,2011,Sep,14,0,4,1,3,0.72,0.6667,0.54,0.2537,54,144,198
5738,5739,01,Fall,2011,Sep,13,0,4,1,2,0.72,0.6667,0.48,0.0896,50,169,219
5737,5738,01,Fall,2011,Sep,12,0,4,1,2,0.72,0.6667,0.51,0.1343,64,165,229
5736,5737,01,Fall,2011,Sep,11,0,4,1,1,0.72,0.6667,0.51,0.1343,51,141,192
5735,5736,01,Fall,2011,Sep,10,0,4,1,1,0.68,0.6364,0.61,0.1343,46,92,138
5734,5735,01,Fall,2011,Sep,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207
5733,5734,01,Fall,2011,Sep,8,0,4,1,1,0.62,0.5909,0.73,0.1343,31,467,498
5732,5733,01,Fall,2011,Sep,7,0,4,1,1,0.6,0.5758,0.78,0.0,7,335,342
5731,5732,01,Fall,2011,Sep,6,0,4,1,1,0.6,0.5758,0.78,0.0,2,103,105
5741,5742,01,Fall,2011,Sep,16,0,4,1,1,0.74,0.6667,0.51,0.194,55,253,308
9399,9400,01,Spring,2012,Feb,13,0,3,1,1,0.46,0.4545,0.47,0.2239,12,174,186
13020,13021,01,Fall,2012,Jul,17,0,0,0,1,0.92,0.803,0.26,0.2985,90,323,413
7205,7206,01,Winter,2011,Nov,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209
16655,16656,01,Winter,2012,Dec,18,0,6,0,2,0.34,0.3636,0.76,0.0,42,255,297
16656,16657,01,Winter,2012,Dec,19,0,6,0,2,0.32,0.3485,0.81,0.0,30,219,249
16657,16658,01,Winter,2012,Dec,20,0,6,0,1,0.32,0.3485,0.81,0.0,28,170,198
16658,16659,01,Winter,2012,Dec,21,0,6,0,2,0.3,0.3333,0.87,0.0,23,135,158
16659,16660,01,Winter,2012,Dec,22,0,6,0,2,0.3,0.3333,0.87,0.0,17,130,147
16660,16661,01,Winter,2012,Dec,23,0,6,0,2,0.32,0.3485,0.81,0.0,10,116,126
688,689,01,Spring,2011,Feb,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8
705,706,01,Spring,2011,Feb,18,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168
704,705,01,Spring,2011,Feb,17,0,2,1,2,0.24,0.2879,0.75,0.0,4,172,176
690,691,01,Spring,2011,Feb,2,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2
16651,16652,01,Winter,2012,Dec,14,0,6,0,2,0.36,0.3788,0.71,0.0,110,369,479
16650,16651,01,Winter,2012,Dec,13,0,6,0,2,0.34,0.3636,0.76,0.0,123,386,509
16649,16650,01,Winter,2012,Dec,12,0,6,0,2,0.32,0.3333,0.81,0.0896,119,327,446
689,690,01,Spring,2011,Feb,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3
691,692,01,Spring,2011,Feb,3,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2
703,704,01,Spring,2011,Feb,16,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64
1354,1355,01,Spring,2011,Mar,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242
706,707,01,Spring,2011,Feb,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108
16648,16649,01,Winter,2012,Dec,11,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392
16646,16647,01,Winter,2012,Dec,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193
16637,16638,01,Winter,2012,Dec,0,0,6,0,1,0.26,0.303,0.81,0.0,9,99,108
16644,16645,01,Winter,2012,Dec,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63
16638,16639,01,Winter,2012,Dec,1,0,6,0,1,0.26,0.303,0.81,0.0,5,64,69
16639,16640,01,Winter,2012,Dec,2,0,6,0,2,0.26,0.303,0.81,0.0,3,47,50
16640,16641,01,Winter,2012,Dec,3,0,6,0,2,0.26,0.2727,0.81,0.1343,1,14,15
16641,16642,01,Winter,2012,Dec,4,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5
16642,16643,01,Winter,2012,Dec,5,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,13
15942,15943,01,Winter,2012,Nov,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120
15941,15942,01,Winter,2012,Nov,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202
16654,16655,01,Winter,2012,Dec,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320
16652,16653,01,Winter,2012,Dec,15,0,6,0,2,0.4,0.4091,0.62,0.0,113,371,484
15922,15923,01,Winter,2012,Nov,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15
15920,15921,01,Winter,2012,Nov,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30
15937,15938,01,Winter,2012,Nov,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,678
15938,15939,01,Winter,2012,Nov,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452
15939,15940,01,Winter,2012,Nov,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296
15940,15941,01,Winter,2012,Nov,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267
10079,10080,01,Spring,2012,Mar,1,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12
10080,10081,01,Spring,2012,Mar,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6
15924,15925,01,Winter,2012,Nov,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40
15921,15922,01,Winter,2012,Nov,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20
10081,10082,01,Spring,2012,Mar,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3
15919,15920,01,Winter,2012,Nov,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60
10082,10083,01,Spring,2012,Mar,4,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5
16643,16644,01,Winter,2012,Dec,6,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27
10083,10084,01,Spring,2012,Mar,5,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18
10085,10086,01,Spring,2012,Mar,7,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304
10086,10087,01,Spring,2012,Mar,8,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594
10087,10088,01,Spring,2012,Mar,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286
10088,10089,01,Spring,2012,Mar,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133
10089,10090,01,Spring,2012,Mar,11,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168
10090,10091,01,Spring,2012,Mar,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220
10091,10092,01,Spring,2012,Mar,13,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211
10092,10093,01,Spring,2012,Mar,14,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211
10093,10094,01,Spring,2012,Mar,15,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223
10078,10079,01,Spring,2012,Mar,0,0,4,1,2,0.42,0.4242,0.94,0.0,1,10,11
10095,10096,01,Spring,2012,Mar,17,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600
10094,10095,01,Spring,2012,Mar,16,0,4,1,1,0.58,0.5455,0.32,0.2985,38,323,361
10096,10097,01,Spring,2012,Mar,18,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525
10084,10085,01,Spring,2012,Mar,6,0,4,1,2,0.42,0.4242,0.94,0.0,2,107,109
15923,15924,01,Winter,2012,Nov,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10
16645,16646,01,Winter,2012,Dec,8,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144
701,702,01,Spring,2011,Feb,14,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54
7909,7910,01,Winter,2011,Dec,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24
7910,7911,01,Winter,2011,Dec,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97
7911,7912,01,Winter,2011,Dec,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276
1360,1361,01,Spring,2011,Mar,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25
1359,1360,01,Spring,2011,Mar,22,0,2,1,1,0.24,0.2727,0.62,0.1045,3,44,47
7912,7913,01,Winter,2011,Dec,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477
1357,1358,01,Spring,2011,Mar,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88
1338,1339,01,Spring,2011,Mar,1,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3,3
7913,7914,01,Winter,2011,Dec,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224
7914,7915,01,Winter,2011,Dec,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93
1355,1356,01,Spring,2011,Mar,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224
7915,7916,01,Winter,2011,Dec,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102
7917,7918,01,Winter,2011,Dec,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154
7918,7919,01,Winter,2011,Dec,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150
7919,7920,01,Winter,2011,Dec,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154
7920,7921,01,Winter,2011,Dec,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201
7921,7922,01,Winter,2011,Dec,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418
7922,7923,01,Winter,2011,Dec,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405
7923,7924,01,Winter,2011,Dec,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228
7924,7925,01,Winter,2011,Dec,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190
9400,9401,01,Spring,2012,Feb,14,0,3,1,1,0.62,0.6212,0.33,0.2239,33,159,192
1337,1338,01,Spring,2011,Mar,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7
1340,1341,01,Spring,2011,Mar,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2
7925,7926,01,Winter,2011,Dec,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162
7926,7927,01,Winter,2011,Dec,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104
7927,7928,01,Winter,2011,Dec,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73
1353,1354,01,Spring,2011,Mar,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102
7908,7909,01,Winter,2011,Dec,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1
7907,7908,01,Winter,2011,Dec,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7
7906,7907,01,Winter,2011,Dec,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9
7905,7906,01,Winter,2011,Dec,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10
702,703,01,Spring,2011,Feb,15,0,2,1,2,0.24,0.2879,0.75,0.0,7,45,52
1341,1342,01,Spring,2011,Mar,4,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1,1
9396,9397,01,Spring,2012,Feb,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133
699,700,01,Spring,2011,Feb,12,0,2,1,2,0.2,0.2576,0.86,0.0,2,53,55
698,699,01,Spring,2011,Feb,11,0,2,1,2,0.18,0.2424,0.86,0.0,2,49,51
697,698,01,Spring,2011,Feb,10,0,2,1,2,0.16,0.2273,0.93,0.0,0,47,47
1345,1346,01,Spring,2011,Mar,8,0,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214
1342,1343,01,Spring,2011,Mar,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2
1343,1344,01,Spring,2011,Mar,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46
1344,1345,01,Spring,2011,Mar,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107
1346,1347,01,Spring,2011,Mar,9,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124
1347,1348,01,Spring,2011,Mar,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68
1348,1349,01,Spring,2011,Mar,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56
700,701,01,Spring,2011,Feb,13,0,2,1,2,0.2,0.2576,0.86,0.0,3,49,52
1349,1350,01,Spring,2011,Mar,12,0,2,1,1,0.3,0.303,0.39,0.1343,6,80,86
1351,1352,01,Spring,2011,Mar,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79
1339,1340,01,Spring,2011,Mar,2,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4,4
1352,1353,01,Spring,2011,Mar,15,0,2,1,1,0.34,0.3636,0.34,0.0,7,57,64
1358,1359,01,Spring,2011,Mar,21,0,2,1,1,0.26,0.303,0.56,0.0,8,55,63
16653,16654,01,Winter,2012,Dec,16,0,6,0,2,0.38,0.3939,0.66,0.0,89,354,443
16647,16648,01,Winter,2012,Dec,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256
